일자	언론사	제목	본문
20210916	국민일보	"카카오 김범수 넥슨 김정주 쿠팡 강한승, 국감 증인 선다"	"김범수 카카오 이사회 의장과 김정주 넥슨 창업주, 강한승 쿠팡 대표 등 국내 주요 정보통신기술(ICT) 기업인들이 국회 국정감사 증인으로 채택됐다. 
 
국회 정무위원회는 16일 전체회의에서 ‘2021년도 국정감사 증인 참고인 출석요구의 건’을 통과시켰다. 홍원식 남양유업 회장과 이동통신 3사 대표, 권남희 머지플러스 대표도 증인으로 채택됐다. 증인들은.."
20210916	전자신문	"[사설]국감, 기업인 목소리 경청해야"	"추석 연휴가 지나면 2021년 국정감사가 시작된다. 예년 국감과 마찬가지로 상임위별로 기업 오너와 최고경영자(CEO) 등 기업인을 증인 또는 참고인으로 채택했다. 당장 정무위원회는 김범수 카카오 이사회 의장, 김정주 넥슨 창업주 등을 증인으로 채택했다. 플랫폼 기업의 불공정거래와 게임사의 확률형 아이템 조작 등 소비자 기만행위를 다룬다는 취지다. 국감 .."
20210916	전자신문	[창간특집]게임업계에 부는 메타버스 바람 가상세계?커뮤니티 노하우 앞세워	"게임업계는 가상세계를 다뤄본 경험이 풍부하다. 콘텐츠와 커뮤니티의 유기적인 결합을 구현해 메타버스를 가장 잘 구축할 수 있을 것이라는 기대를 받고 있다.

메타버스 시초격으로 '세컨드라이프'를 들 수 있다. 2000년대에 유행한 세컨드라이프는 가상세계를 그렸다. 현금으로 환전할 수 있는 게임 내 사이버머니도 제공했고 가상세계에서 개인적인 관계도 맺을 수.."
20210916	한국경제	"성남시, '게임.콘텐츠 특구위원회' 발족식 개최"	"경기 성남시는 시청 3층 산성누리에서 ‘게임 콘텐츠 특구위원회’ 발족식을 진행했다고 16일 발표했다. 이는 앞서 지난 4월 게임.콘텐츠 특구로 지정된 판교 일대에 자문 역할을 위해서다. 
 
총 13명으로 구성된 특구위원회는 판교 일대를 국내 최대의 게임 콘텐츠 지원시설 집적지로 육성하기 위한 특화사업에 대해 전반적인 자문 역할을 한다. 
 
성남시 게.."
20210916	경향신문	"카카오 김범수 쿠팡 강한승 넥슨 김정주, 국회 국정감사 증인 채택"	"김범수 카카오 이사회 의장, 김정주 넥슨코리아 대표, 강한승 쿠팡 대표이사, 홍원식 남양유업 회장, 권남희 머지플러스 대표 등이 오는 10월 국회 국정감사 증인으로 채택됐다.

국회 정무위원회는 16일 국정감사 증인으로 김범수 의장 등 21명의 증인 참고인을 채택하는 2021년도 국정감사계획서 채택의 안건을 통과시켰다

여야는 김범수 의장을 다음달 5일.."
20210916	머니투데이	"성남시, 판교 일대에 국내 최대 '게임 콘텐츠 특구' 조성 나서"	"[머니투데이 경기=박광섭 기자] 경기도 성남시가 판교 일대에 국내 최대 규모의 '게임 콘텐츠 특구'를 조성한다.

성남시는 16일 오전 10시 시청 3층 산성누리에서 '게임 콘텐츠 특구위원회' 발족식을 진행했다. 

13명으로 구성된 특구위원회는 지난 4월 '게임 콘텐츠 특구'로 지정된 성남시 판교 일대를 게임 콘텐츠 지원시설 집적지로 육성하기 위한 특.."
20210916	한국경제	'메이플 확률조작'에 김정주 강원기 국회 국감장 선다	"김정주 넥슨 창업주와 강원기 메이플스토리 디렉터 등이 올해 국정감사 증인으로 채택됐다. 국회는 넥슨의 대표 게임 메이플 스토리 내의 확률형 아이템 확률조작 사건 등을 집중 질의할 예정이다. 
 
국회 정무위원회는 16일 전체회의를 열고 다음달 5일 공정거래위원회 국감에 부를 증인 15명과 참고인 6명 등 21명 출석 요구 안건을 의결했다. 
 
김정주 .."
20210916	내일신문	"고용부 IT업계, 청년 일자리 확대 힘모은다"	"안경덕 고용노동부 장관과 국내 주요 IT 업체 대표들이 청년 일자리 확대에 대한 공감대를 형성했다. 특히 넥슨코리아는 내년까지 1000명 이상을 신규 채용할 계획이다. 
 
안 장관은 15일 서울 중구의 프레지던트 호텔에서 네이버 넥슨 등 주요 IT기업 대표(CEO)들과 간담회를 열고 '청년 인력 양성과 일자리 기회 확대' '노사가 상호 존중하는 직장문.."
20210916	헤럴드경제	"성남시, 게임 콘텐츠 특구위원회 발족"	"[헤럴드경제(성남)=박정규 기자] 성남시(시장 은수미)는 16일 산성누리에서 ‘게임 콘텐츠 특구위원회’ 발족식을 했다. 
 
 총 13명으로 구성된 특구위원회는 앞선 4월 ‘게임 콘텐츠 특구’로 지정된 성남시 판교 일대를 국내 최대의 게임 콘텐츠 지원시설 집적지로 육성하기 위한 특화사업에 대해 전반적인 자문 역할을 한다. 
 
 성남시 게임 콘텐츠 특구.."
20210916	전자신문	"정무위, 국감 증인명단 확정 3년만에 다시 호출된 김범수, 처음 나오는 김정주"	"국회 정무위원회가 김범수 카카오 이사회 의장을 비롯해 김정주 넥슨 창업주, 강한승 쿠팡 대표 등 기업인을 대거 국정감사 증인으로 채택했다. 김범수 의장은 2018년 이후 3년만에, 김정주 창업주는 처음 국감장에 선다.

최근 불거진 플랫폼기업의 불공정거래와 게임사의 확률형 아이템 조작 등 소비자 기만 행위를 다룬다는 취지다. 일각에서는 일방적으로 기업인.."
20210916	헤럴드경제	"카카오 넥슨 오너, 줄줄이 국감 증인으로"	"[헤럴드경제=홍석희 기자] 김범수 카카오 의장과 김정주 넥슨코리아 대표, 쿠팡 강한승 대표이사 등 국내 주요 ICT 기업 대표들이 줄줄이 국감 증인으로 채택됐다. 숙박업주를 대상으로 과도한 광고비 수수료를 받았다는 지적을 받아온 배보찬 야놀자 대표와 하도급법 위반 관련 한민화 나이키코리아 이사, 차석용 LG생활건강 부회장도 국감 증인석에 서게 됐다. 
.."
20210916	세계일보	이번 명절엔 어떤 게임할까 추석 맞이 업데이트 나선 게임들	"추석 연휴가 다가오면서 각 게임사들이 추석맞이 이벤트를 대거 내놓고 있다. 
 
 ◆넥슨, ‘곶감 말리기’, ‘금색 송편 이벤트’ 등 추석 기념 이벤트 진행 
 
 넥슨은 추석을 맞아 자사 온라인 및 모바일게임 13종에서 다채로운 이벤트를 실시한다고 15일 밝혔다. 
 
 온라인게임 ‘클로저스’에서는 23일까지 추석을 기념해 매일 게임에 접속한 클로저에.."
20210916	서울신문	"안경덕 고용장관, IT CEO들에 청년채용 확대 요청"	안경덕(가운데) 고용노동부 장관이 15일 서울 중구 프레지던트호텔에서 네이버 넥슨 넷마블 스마일게이트 엔씨소프트 카카오 등 주요 정보기술(IT) 기업 대표들과 간담회를 갖고 청년 신규 채용 확대를 요청한 뒤 참석자들과 함께 파이팅을 외치고 있다.
20210916	서울신문	"안경덕 고용장관, IT CEO들에 청년채용 확대 요청"	"안경덕(가운데) 고용노동부 장관이 15일 서울 중구 프레지던트호텔에서 네이버 넥슨 넷마블 스마일게이트 엔씨소프트 카카오 등 주요 정보기술(IT) 기업 대표들과 간담회를 갖고 청년 신규 채용 확대를 요청한 뒤 참석자들과 함께 파이팅을 외치고 있다.
고용노동부 제공"
20210916	강원일보	“IT기업 채용 확대해 달라”	"홍천 출신 안경덕 고용노동부 장관이 15일 네이버를 포함한 주요 정보기술(IT) 기업 대표들을 만나 청년 신규 채용을 확대해 달라고 요청해 눈길을 끌었다.

안 장관은 이날 오전 서울 중구의 한 호텔에서 네이버, 넥슨, 넷마블, 스마일게이트, 엔씨소프트, 카카오 등 IT 기업 대표들과 간담회를 했다.

이 자리에서 안 장관은 “많은 청년이 취업하는데 여.."
20210915	디지털타임스	[THE GAME] 고향 대신 게임하며 코로나블루 날려볼까~	"게임 업계가 민족의 대명절인 추석을 맞아 다양한 이벤트를 진행하고 있다. 올해는 코로나19 확산으로 집에 머무르는 집콕족이 늘어날 것으로 예상되면서, 같은 기간 게임 이용률도 증가할 것으로 보인다. 이에 각 게임사들은 특별한 미션 이벤트를 선보이며 이용자 잡기에 총력을 기울이는 모습이다.



15일 게임 업계에 따르면 넥슨, 넷마블, 라이엇 게임즈 등.."
20210915	국민일보	유재수 2심 징역 5년 구형 김학의 진경준 판결 예로 들며 격돌	"검찰이 유재수 전 부산시 경제부시장의 항소심에서 김학의 전 법무부 차관 사건보다 사안이 더 심각하다는 취지를 강조하며 징역 5년을 구형했다. 반면 유 전 부시장 측은 뇌물죄가 인정되지 않았던 진경준 전 검사장 사건과 사실관계가 유사하다며 “대부분 혐의가 무죄”라고 반박했다. 
 
15일 서울고법 형사1-1부(부장판사 이승련) 심리로 열린 유 전 부시장의.."
20210915	중앙일보	"""지인의 사랑, 수사로 갚았다"" 유재수 눈물 檢, 징역 5년 구형"	"항공권과 오피스텔 골프빌리지 무상 사용, 아파트 대금 무상 대여, 책값 등은 ‘뇌물’이었을까, 지인들의 과한 호의였을까. 
 
 15일 서울고법 형사1-1부(부장 이승련 엄상필 심담) 심리로 열린 유재수(57) 전 부산시 경제부시장의 뇌물수수 등 혐의 항소심 결심공판에서 유 전 부시장은 “저를 아들처럼, 친구처럼 응원해주던 지인들이 베풀어준 사랑을 고통.."
20210915	한국경제	"빅테크 CEO 소집한 고용부 장관 ""채용 늘려라"""	"안경덕 고용노동부 장관이 15일 네이버 카카오 넥슨 등 국내 주요 정보기술(IT)기업 대표들을 모아놓고 “하반기 신규 채용을 늘려달라”고 주문했다. 최근 정부가 빅테크기업에 전방위적으로 규제 칼날을 들이대는 가운데 고용부까지 나서서 기업에 부담을 지우고 있다는 지적이 나온다. 
 
고용부는 15일 서울 을지로 프레지던트호텔에서 ‘주요 IT기업 최고경영자.."
20210915	전자신문	[창간특집] 2주간 집밖으로 나가지 않고 앱으로 살아봤다	'집 밖에 나가지 않고 생활해보기' 과제가 주어졌을 때 '꿀'이라고 생각했다. 너무 꿀을 먹어 당뇨 곰이 되는 거 아닌가도 싶었다. 내가 아무리 초등학교 짝꿍을 괴롭히는 데 아이디어를 짜낸 이후로 생각이란 걸 안 하고 살았다 해도 이동시간이 없으니 온전히 내 시간으로 활용할 수 있을 거란 건 쉽게 예측할 수 있었다. 남는 시간에 게임만 하면 될 것 같았..
20210915	전자신문	"[창간특집]게임업체도 손 대는 커머스, 콘텐츠인가 쇼핑인가?"	"콘텐츠 업계도 커머스와 접점을 넓혀가고 있다. 특히 생방송으로 진행하는 라이브커머스는 그 자체로 콘텐츠이자 쇼핑 플랫폼으로 작동한다.

CJ ENM은 지난달 11번가 예능형 라이브 커머스 '자영업자 김다비'를 런칭했다. 개그우먼 김신영이 '다비 이모'로 출연해 제품을 판매하는 예능형 라이브 커머스 디지털 콘텐츠다. CJ ENM 콘텐츠 제작역량과 11번가.."
20210915	서울신문	"총리 이어 고용장관, IT기업에 ‘청년 채용’ 확대 요청"	안경덕 고용노동부 장관이 15일 네이버 카카오 등 국내 주요 정보기술(IT) 기업 대표들을 만나 청년 신규 채용 확대를 요청했다.김부겸 국무총리가 전날 삼성 청년 소프트웨어 아카데미(SSAFY)에서 이재용 삼성전자 부회장을 비롯한 삼성그룹 관계자들과 간담회를 갖고 청년 일자리 창출 방안을 논의한 데 이어 관계 부처 수장들도 기업과 접촉면을 확대하고 있다..
20210915	전자신문	"안경덕 고용부 장관, IT기업 CEO에 ""청년채용 힘써달라"""	"안경덕 고용노동부 장관은 15일 '주요 IT 기업 CEO 회의'를 갖고 청년채용에 힘써달라고 요청했다.

회의에는 네이버, 넥슨, 넷마블, 스마일게이트, 엔씨소프트 최고경영자(CEO)가 참석했다.

넥슨코리아와 스마일게이트홀딩스는 '청년 인력 양성 및 채용, 직장문화 개선을 위해 노력하고 있는 사례'를 발표했다.

이정헌 넥슨코리아 대표는 내년까지 10.."
20210915	내일신문	"혁신 가로막은 구글에 과징금 2천억, 3건 더 남았다"	"공정거래위원회가 글로벌 IT기업 구글에 2000억원대 과징금을 부과했다. 삼성전자를 비롯한 스마트폰 제조사들이 안드로이드 이외의 경쟁 운영체제(OS)를 사용하지 못하도록 막은 것이 공정거래법을 위반했다는 이유에서다. 
 
빅테크 기업의 플랫폼 독점에 대해 한 획을 긋는 강력하고 폭넓은 이번 규제를 계기로 정보기술 생태계에 상당한 변화가 예상된다. 더구나.."
20210915	아주경제	"네이버 카카오 만난 고용부 장관 ""청년 채용 확대해달라"""	"안경덕 고용부 장관과 한성숙 네이버 대표가 15일 고용노동부-주요 IT기업 CEO 회의에 참석해 인사를 하고 있다. [사진=고용노동부 제공] 
 
 안경덕 고용노동부 장관이 네이버 등 주요 IT기업 대표들을 만나 청년 신규 채용 확대를 요청했다. 
 
안 장관은 15일 오전 서울 중구의 한 호텔에서 네이버, 넥슨, 넷마블, 스마일게이트, 엔씨소프트, 카.."
20210915	헤럴드경제	고용장관 IT업계 채용확대 요청에 넥슨 “내년까지 1000명 채용” 화답	"고용노동부와 IT업계가 하반기 일자리 확대에 대해 공감대를 형성했다. 특히 넥슨은 2022년까지 1000명 이상을 신입 사원으로 채용키로 했다. 
 
 안경덕 고용노동부 장관과 국내 주요 IT 업체 대표들은 15일 서울 중구 프레지던트 호텔에서 주요 IT 기업 CEO 회의에서 만나 이같이 합의했다. 
 
 안 장관은 이 자리에서 “국가 경쟁력 강화와 취.."
